,timesteps,ep_reward,num_updates,episodes
185,200,366.00646182894707,0,185
186,200,374.0066449344158,0,186
187,200,384.00687381625175,0,187
188,200,382.00682803988457,0,188
189,182,346.0060040652752,0,189
190,200,380.0067822635174,0,190
191,200,379.60677310824394,0,191
192,200,376.006690710783,0,192
193,200,388.00696536898613,1,193
194,200,384.00687381625175,0,194
195,200,379.2067639529705,0,195
196,200,383.2068555057049,0,196
197,200,385.60687229037285,0,197
198,200,385.6069104373455,0,198
199,200,382.00682803988457,0,199
200,200,385.6069104373455,0,200
